Drug_id,Disease,Gene_name
ULOTARONT,Schizophrenia,HTR1A
GEPIRONE,Major Depressive Disorder,HTR1A
ARIPIPRAZOLE LAUROXIL,Schizophrenia,HTR1A
ARIPIPRAZOLE LAUROXIL,Autism Spectrum Disorder,HTR1A
ARIPIPRAZOLE LAUROXIL,Bipolar Disorder,HTR1A
ARIPIPRAZOLE LAUROXIL,OCD & Tourette Syndrome,HTR1A
ARIPIPRAZOLE LAUROXIL,Major Depressive Disorder,HTR1A
BIFEPRUNOX,Schizophrenia,HTR1A
BIFEPRUNOX,Bipolar Disorder,HTR1A
BIFEPRUNOX,Major Depressive Disorder,HTR1A
BIFEPRUNOX,Alzheimer’s Disease,HTR1A
BUSPIRONE,Schizophrenia,HTR1A
BUSPIRONE,Anxiety Disorder,HTR1A
BUSPIRONE,Major Depressive Disorder,HTR1A
BUSPIRONE,Autism Spectrum Disorder,HTR1A
BUSPIRONE,Attention Deficit Hyperactivity Disorder,HTR1A
LECOZOTAN,Alzheimer’s Disease,HTR1A
NALUZOTAN,Anxiety Disorder,HTR1A
NALUZOTAN,Major Depressive Disorder,HTR1A
AMISULPRIDE,Bipolar Disorder,HTR1A
AMISULPRIDE,Major Depressive Disorder,HTR1A
AMISULPRIDE,Anxiety Disorder,HTR1A
AMISULPRIDE,OCD & Tourette Syndrome,HTR1A
AMISULPRIDE,Schizophrenia,HTR1A
ZIMELDINE,Major Depressive Disorder,HTR1A
BROMAZEPAM,Schizophrenia,GABRA2
BROMAZEPAM,Anxiety Disorder,GABRA2
BROMAZEPAM,Major Depressive Disorder,GABRA2
AZD6280,Anxiety Disorder,GABRA2
AZD7325,Autism Spectrum Disorder,GABRA2
AZD7325,Anxiety Disorder,GABRA2
METFORMIN,Bipolar Disorder,GPD2
METFORMIN,Anxiety Disorder,GPD2
METFORMIN,Major Depressive Disorder,GPD2
METFORMIN,Schizophrenia,GPD2
ACETAZOLAMIDE,Schizophrenia,CA12
ACETAZOLAMIDE,Schizophrenia,CA4
TOPIRAMATE,Post Traumatic Stress Disorder,CA4
TOPIRAMATE,Schizophrenia,CA4
TOPIRAMATE,Eating Disorders,CA4
TOPIRAMATE,OCD & Tourette Syndrome,CA4
TOPIRAMATE,Substance Use Disorders,CA4
TOPIRAMATE,Anxiety Disorder,CA4
TOPIRAMATE,Bipolar Disorder,CA4
TOPIRAMATE,Major Depressive Disorder,CA4
ACETAZOLAMIDE,Schizophrenia,CA1
ACETAZOLAMIDE,Schizophrenia,CA2
TOPIRAMATE,Post Traumatic Stress Disorder,CA2
TOPIRAMATE,Schizophrenia,CA2
TOPIRAMATE,Eating Disorders,CA2
TOPIRAMATE,OCD & Tourette Syndrome,CA2
TOPIRAMATE,Substance Use Disorders,CA2
TOPIRAMATE,Anxiety Disorder,CA2
TOPIRAMATE,Bipolar Disorder,CA2
TOPIRAMATE,Major Depressive Disorder,CA2
LECANEMAB,Alzheimer’s Disease,APP
CRENEZUMAB,Alzheimer’s Disease,APP
BAPINEUZUMAB,Alzheimer’s Disease,APP
GSK933776,Alzheimer’s Disease,APP
GANTENERUMAB,Alzheimer’s Disease,APP
SOLANEZUMAB,Alzheimer’s Disease,APP
VANUTIDE CRIDIFICAR,Alzheimer’s Disease,APP
ADUCANUMAB,Alzheimer’s Disease,APP
PONEZUMAB,Alzheimer’s Disease,APP
VALILTRAMIPROSATE,Alzheimer’s Disease,APP
AMILOMOTIDE,Alzheimer’s Disease,APP
TRAMIPROSATE,Alzheimer’s Disease,APP
DONANEMAB,Alzheimer’s Disease,APP
AMISULPRIDE,Bipolar Disorder,HTR7
AMISULPRIDE,Major Depressive Disorder,HTR7
AMISULPRIDE,Anxiety Disorder,HTR7
AMISULPRIDE,OCD & Tourette Syndrome,HTR7
AMISULPRIDE,Schizophrenia,HTR7
ZIMELDINE,Major Depressive Disorder,HTR7
JNJ-18038683,Major Depressive Disorder,HTR7
JNJ-18038683,Bipolar Disorder,HTR7
AMISULPRIDE,Bipolar Disorder,HTR1F
AMISULPRIDE,Major Depressive Disorder,HTR1F
AMISULPRIDE,Anxiety Disorder,HTR1F
AMISULPRIDE,OCD & Tourette Syndrome,HTR1F
AMISULPRIDE,Schizophrenia,HTR1F
ZIMELDINE,Major Depressive Disorder,HTR1F
AMISULPRIDE,Bipolar Disorder,HTR4
AMISULPRIDE,Major Depressive Disorder,HTR4
AMISULPRIDE,Anxiety Disorder,HTR4
AMISULPRIDE,OCD & Tourette Syndrome,HTR4
AMISULPRIDE,Schizophrenia,HTR4
ZIMELDINE,Major Depressive Disorder,HTR4
PRX-03140,Alzheimer’s Disease,HTR4
VELUSETRAG,Alzheimer’s Disease,HTR4
PRUCALOPRIDE,Major Depressive Disorder,HTR4
AMISULPRIDE,Bipolar Disorder,HTR1B
AMISULPRIDE,Major Depressive Disorder,HTR1B
AMISULPRIDE,Anxiety Disorder,HTR1B
AMISULPRIDE,OCD & Tourette Syndrome,HTR1B
AMISULPRIDE,Schizophrenia,HTR1B
ZIMELDINE,Major Depressive Disorder,HTR1B
GSK163090,Major Depressive Disorder,HTR1B
ELZASONAN,Major Depressive Disorder,HTR1B
AMISULPRIDE,Bipolar Disorder,HTR3A
AMISULPRIDE,Major Depressive Disorder,HTR3A
AMISULPRIDE,Anxiety Disorder,HTR3A
AMISULPRIDE,OCD & Tourette Syndrome,HTR3A
AMISULPRIDE,Schizophrenia,HTR3A
ZIMELDINE,Major Depressive Disorder,HTR3A
VORTIOXETINE,Eating Disorders,HTR3A
VORTIOXETINE,Attention Deficit Hyperactivity Disorder,HTR3A
VORTIOXETINE,Major Depressive Disorder,HTR3A
VORTIOXETINE,Anxiety Disorder,HTR3A
VORTIOXETINE,Bipolar Disorder,HTR3A
ONDANSETRON,OCD & Tourette Syndrome,HTR3A
ONDANSETRON,Schizophrenia,HTR3A
ONDANSETRON,Substance Use Disorders,HTR3A
AMISULPRIDE,Bipolar Disorder,HTR1D
AMISULPRIDE,Major Depressive Disorder,HTR1D
AMISULPRIDE,Anxiety Disorder,HTR1D
AMISULPRIDE,OCD & Tourette Syndrome,HTR1D
AMISULPRIDE,Schizophrenia,HTR1D
ZIMELDINE,Major Depressive Disorder,HTR1D
GSK163090,Major Depressive Disorder,HTR1D
ELZASONAN,Major Depressive Disorder,HTR1D
AMISULPRIDE,Bipolar Disorder,HTR1E
AMISULPRIDE,Major Depressive Disorder,HTR1E
AMISULPRIDE,Anxiety Disorder,HTR1E
AMISULPRIDE,OCD & Tourette Syndrome,HTR1E
AMISULPRIDE,Schizophrenia,HTR1E
ZIMELDINE,Major Depressive Disorder,HTR1E
AMISULPRIDE,Bipolar Disorder,HTR6
AMISULPRIDE,Major Depressive Disorder,HTR6
AMISULPRIDE,Anxiety Disorder,HTR6
AMISULPRIDE,OCD & Tourette Syndrome,HTR6
AMISULPRIDE,Schizophrenia,HTR6
ZIMELDINE,Major Depressive Disorder,HTR6
MASUPIRDINE,Alzheimer’s Disease,HTR6
IDALOPIRDINE,Alzheimer’s Disease,HTR6
IDALOPIRDINE,Schizophrenia,HTR6
CERLAPIRDINE,Alzheimer’s Disease,HTR6
PF-05212377,Alzheimer’s Disease,HTR6
INTEPIRDINE,Alzheimer’s Disease,HTR6
AMISULPRIDE,Bipolar Disorder,HTR5A
AMISULPRIDE,Major Depressive Disorder,HTR5A
AMISULPRIDE,Anxiety Disorder,HTR5A
AMISULPRIDE,OCD & Tourette Syndrome,HTR5A
AMISULPRIDE,Schizophrenia,HTR5A
ZIMELDINE,Major Depressive Disorder,HTR5A
AMISULPRIDE,Bipolar Disorder,HTR3E
AMISULPRIDE,Major Depressive Disorder,HTR3E
AMISULPRIDE,Anxiety Disorder,HTR3E
AMISULPRIDE,OCD & Tourette Syndrome,HTR3E
AMISULPRIDE,Schizophrenia,HTR3E
ZIMELDINE,Major Depressive Disorder,HTR3E
AMISULPRIDE,Bipolar Disorder,HTR3B
AMISULPRIDE,Major Depressive Disorder,HTR3B
AMISULPRIDE,Anxiety Disorder,HTR3B
AMISULPRIDE,OCD & Tourette Syndrome,HTR3B
AMISULPRIDE,Schizophrenia,HTR3B
ZIMELDINE,Major Depressive Disorder,HTR3B
AMISULPRIDE,Bipolar Disorder,HTR3D
AMISULPRIDE,Major Depressive Disorder,HTR3D
AMISULPRIDE,Anxiety Disorder,HTR3D
AMISULPRIDE,OCD & Tourette Syndrome,HTR3D
AMISULPRIDE,Schizophrenia,HTR3D
ZIMELDINE,Major Depressive Disorder,HTR3D
AMISULPRIDE,Bipolar Disorder,HTR3C
AMISULPRIDE,Major Depressive Disorder,HTR3C
AMISULPRIDE,Anxiety Disorder,HTR3C
AMISULPRIDE,OCD & Tourette Syndrome,HTR3C
AMISULPRIDE,Schizophrenia,HTR3C
ZIMELDINE,Major Depressive Disorder,HTR3C
GTS-21,Schizophrenia,CHRNA7
GTS-21,Autism Spectrum Disorder,CHRNA7
GTS-21,Alzheimer’s Disease,CHRNA7
BRADANICLINE,Attention Deficit Hyperactivity Disorder,CHRNA7
BRADANICLINE,Schizophrenia,CHRNA7
ENCENICLINE,Schizophrenia,CHRNA7
ENCENICLINE,Alzheimer’s Disease,CHRNA7
BNC-210,Anxiety Disorder,CHRNA7
BNC-210,Post Traumatic Stress Disorder,CHRNA7
RG3487,Schizophrenia,CHRNA7
RG3487,Alzheimer’s Disease,CHRNA7
AQW051,Alzheimer’s Disease,CHRNA7
AQW051,Schizophrenia,CHRNA7
ND0801,Attention Deficit Hyperactivity Disorder,CHRNA7
ABT-126,Alzheimer’s Disease,CHRNA7
ABT-126,Schizophrenia,CHRNA7
AVL-3288,Schizophrenia,CHRNA7
JNJ-39393406,Major Depressive Disorder,CHRNA7
JNJ-39393406,Schizophrenia,CHRNA7
SSR180711,Alzheimer’s Disease,CHRNA7
AZD0328,Alzheimer’s Disease,CHRNA7
AZD0328,Schizophrenia,CHRNA7
APN1125,Schizophrenia,CHRNA7
PEPTIDE YY HUMAN (3-36),Eating Disorders,NPY2R
SILTUXIMAB,Schizophrenia,IL6
SIRUKUMAB,Major Depressive Disorder,IL6
TIAGABINE,Anxiety Disorder,SLC6A1
TIAGABINE,Substance Use Disorders,SLC6A1
TIAGABINE,Schizophrenia,SLC6A1
MIFEPRISTONE,Major Depressive Disorder,PGR
MIFEPRISTONE,Anxiety Disorder,PGR
MIFEPRISTONE,Bipolar Disorder,PGR
MIFEPRISTONE,Alzheimer’s Disease,PGR
MIFEPRISTONE,Substance Use Disorders,PGR
MIFEPRISTONE,Post Traumatic Stress Disorder,PGR
ULIPRISTAL ACETATE,Major Depressive Disorder,PGR
DROSPIRENONE,Eating Disorders,PGR
DROSPIRENONE,Major Depressive Disorder,PGR
MEDROXYPROGESTERONE ACETATE,Alzheimer’s Disease,PGR
PROGESTERONE,Alzheimer’s Disease,PGR
PROGESTERONE,Major Depressive Disorder,PGR
MASITINIB,Alzheimer’s Disease,KIT
DASATINIB,Alzheimer’s Disease,KIT
MASITINIB,Alzheimer’s Disease,FGFR3
TIAPRIDE,Schizophrenia,DRD3
TIAPRIDE,OCD & Tourette Syndrome,DRD3
TIAPRIDE,Major Depressive Disorder,DRD3
TIAPRIDE,Anxiety Disorder,DRD3
BLONANSERIN,Schizophrenia,DRD3
CARIPRAZINE,Bipolar Disorder,DRD3
CARIPRAZINE,Major Depressive Disorder,DRD3
CARIPRAZINE,Autism Spectrum Disorder,DRD3
CARIPRAZINE,Anxiety Disorder,DRD3
CARIPRAZINE,Schizophrenia,DRD3
CHLORPROTHIXENE,Schizophrenia,DRD3
CHLORPROTHIXENE,Major Depressive Disorder,DRD3
CHLORPROTHIXENE,Anxiety Disorder,DRD3
LEVODOPA,OCD & Tourette Syndrome,DRD3
LEVODOPA,Autism Spectrum Disorder,DRD3
LEVODOPA,Schizophrenia,DRD3
LEVODOPA,Post Traumatic Stress Disorder,DRD3
ABT-925,Schizophrenia,DRD3
BROMOCRIPTINE,Alzheimer’s Disease,DRD3
CHLORPROMAZINE,Schizophrenia,DRD3
OLANZAPINE,Major Depressive Disorder,DRD3
OLANZAPINE,Schizophrenia,DRD3
OLANZAPINE,Eating Disorders,DRD3
OLANZAPINE,Anxiety Disorder,DRD3
OLANZAPINE,Bipolar Disorder,DRD3
OLANZAPINE,Substance Use Disorders,DRD3
OLANZAPINE,Autism Spectrum Disorder,DRD3
LOXAPINE,Schizophrenia,DRD3
LOXAPINE,Bipolar Disorder,DRD3
LOXAPINE,Anxiety Disorder,DRD3
APOMORPHINE,Substance Use Disorders,DRD3
ROTIGOTINE,Alzheimer’s Disease,DRD3
HALOPERIDOL DECANOATE,Schizophrenia,DRD3
HALOPERIDOL DECANOATE,OCD & Tourette Syndrome,DRD3
PRAMIPEXOLE,Bipolar Disorder,DRD3
PRAMIPEXOLE,Eating Disorders,DRD3
PRAMIPEXOLE,OCD & Tourette Syndrome,DRD3
PRAMIPEXOLE,Schizophrenia,DRD3
PRAMIPEXOLE,Alzheimer’s Disease,DRD3
PRAMIPEXOLE,Major Depressive Disorder,DRD3
HALOPERIDOL,Anxiety Disorder,DRD3
HALOPERIDOL,Schizophrenia,DRD3
HALOPERIDOL,Bipolar Disorder,DRD3
HALOPERIDOL,Alzheimer’s Disease,DRD3
HALOPERIDOL,OCD & Tourette Syndrome,DRD3
HALOPERIDOL,Major Depressive Disorder,DRD3
THIORIDAZINE,Schizophrenia,DRD3
THIORIDAZINE,Anxiety Disorder,DRD3
THIORIDAZINE,Major Depressive Disorder,DRD3
LEVOMEPROMAZINE,Schizophrenia,DRD3
LEVOMEPROMAZINE,Anxiety Disorder,DRD3
LEVOMEPROMAZINE,Major Depressive Disorder,DRD3
TRIFLUOPERAZINE,Anxiety Disorder,DRD3
TRIFLUOPERAZINE,Schizophrenia,DRD3
AMOXAPINE,Major Depressive Disorder,DRD3
PIMOZIDE,Anxiety Disorder,DRD3
PIMOZIDE,OCD & Tourette Syndrome,DRD3
PIMOZIDE,Schizophrenia,DRD3
PIMOZIDE,Major Depressive Disorder,DRD3
HYDROCHLOROTHIAZIDE,Substance Use Disorders,SLC12A3
CHLORTHALIDONE,Substance Use Disorders,SLC12A3
DECOGLURANT,Major Depressive Disorder,GRM3
POMAGLUMETAD METHIONIL,Post Traumatic Stress Disorder,GRM3
POMAGLUMETAD METHIONIL,Schizophrenia,GRM3
DECOGLURANT,Major Depressive Disorder,GRM2
LY2979165,Bipolar Disorder,GRM2
POMAGLUMETAD METHIONIL,Post Traumatic Stress Disorder,GRM2
POMAGLUMETAD METHIONIL,Schizophrenia,GRM2
JNJ-40411813,Major Depressive Disorder,GRM2
JNJ-40411813,Schizophrenia,GRM2
BASIMGLURANT,Major Depressive Disorder,GRM5
AZD2066,Major Depressive Disorder,GRM5
MAVOGLURANT,OCD & Tourette Syndrome,GRM5
MAVOGLURANT,Substance Use Disorders,GRM5
ETHINYL ESTRADIOL,Eating Disorders,ESR1
ETHINYL ESTRADIOL,Major Depressive Disorder,ESR1
ESTRADIOL,Major Depressive Disorder,ESR1
ESTRADIOL,Schizophrenia,ESR1
ESTRADIOL,Alzheimer’s Disease,ESR1
ESTRADIOL,Post Traumatic Stress Disorder,ESR1
TAMOXIFEN,Bipolar Disorder,ESR1
"ESTROGENS, CONJUGATED",Alzheimer’s Disease,ESR1
TENECTEPLASE,Substance Use Disorders,PLG
ISOFLURANE,Substance Use Disorders,KCNK10
SEVOFLURANE,Substance Use Disorders,KCNK10
ISOFLURANE,Substance Use Disorders,KCNK18
SEVOFLURANE,Substance Use Disorders,KCNK18
ISOFLURANE,Substance Use Disorders,KCNK9
SEVOFLURANE,Substance Use Disorders,KCNK9
ISOFLURANE,Substance Use Disorders,KCNK2
SEVOFLURANE,Substance Use Disorders,KCNK2
ISOFLURANE,Substance Use Disorders,KCNK3
SEVOFLURANE,Substance Use Disorders,KCNK3
TRIMIPRAMINE,Major Depressive Disorder,HRH1
TRIMIPRAMINE,Schizophrenia,HRH1
TRIMIPRAMINE,Anxiety Disorder,HRH1
PROMETHAZINE,Anxiety Disorder,HRH1
PROMETHAZINE,Major Depressive Disorder,HRH1
PROMETHAZINE,Schizophrenia,HRH1
BETAHISTINE,Major Depressive Disorder,HRH1
BETAHISTINE,Attention Deficit Hyperactivity Disorder,HRH1
DIBENZEPIN,Major Depressive Disorder,HRH1
HYDROXYZINE,Anxiety Disorder,HRH1
HYDROXYZINE,Schizophrenia,HRH1
HYDROXYZINE,Major Depressive Disorder,HRH1
DIPHENHYDRAMINE,Substance Use Disorders,HRH1
DIPHENHYDRAMINE,Schizophrenia,HRH1
DIPHENHYDRAMINE,Major Depressive Disorder,HRH1
DIPHENHYDRAMINE,Anxiety Disorder,HRH1
DIPHENHYDRAMINE,Autism Spectrum Disorder,HRH1
CYPROHEPTADINE,Substance Use Disorders,HRH1
BUPRENORPHINE,Major Depressive Disorder,OPRK1
BUPRENORPHINE,Substance Use Disorders,OPRK1
BUPRENORPHINE,Post Traumatic Stress Disorder,OPRK1
BTRX-335140,Major Depressive Disorder,OPRK1
SAMIDORPHAN,Substance Use Disorders,OPRK1
SAMIDORPHAN,Eating Disorders,OPRK1
SAMIDORPHAN,Bipolar Disorder,OPRK1
SAMIDORPHAN,Schizophrenia,OPRK1
ATICAPRANT,Major Depressive Disorder,OPRK1
ATICAPRANT,Anxiety Disorder,OPRK1
BUTORPHANOL,Anxiety Disorder,OPRK1
NALTREXONE,Major Depressive Disorder,OPRK1
NALTREXONE,Substance Use Disorders,OPRK1
NALTREXONE,Post Traumatic Stress Disorder,OPRK1
NALTREXONE,OCD & Tourette Syndrome,OPRK1
NALTREXONE,Schizophrenia,OPRK1
NALTREXONE,Eating Disorders,OPRK1
NALBUPHINE,Substance Use Disorders,OPRK1
NALMEFENE,Substance Use Disorders,OPRK1
NALOXONE,Substance Use Disorders,OPRK1
NALOXONE,Major Depressive Disorder,OPRK1
NALOXONE,Eating Disorders,OPRK1
ODELEPRAN,Substance Use Disorders,OPRK1
PROPAFENONE,Substance Use Disorders,SCN4A
COCAINE,Substance Use Disorders,SCN4A
TOPIRAMATE,Post Traumatic Stress Disorder,SCN4A
TOPIRAMATE,Schizophrenia,SCN4A
TOPIRAMATE,Eating Disorders,SCN4A
TOPIRAMATE,OCD & Tourette Syndrome,SCN4A
TOPIRAMATE,Substance Use Disorders,SCN4A
TOPIRAMATE,Anxiety Disorder,SCN4A
TOPIRAMATE,Bipolar Disorder,SCN4A
TOPIRAMATE,Major Depressive Disorder,SCN4A
ERLOSAMIDE,Substance Use Disorders,SCN4A
ERLOSAMIDE,Anxiety Disorder,SCN4A
ERLOSAMIDE,Schizophrenia,SCN4A
ERLOSAMIDE,Major Depressive Disorder,SCN4A
PROCAINAMIDE,Substance Use Disorders,SCN4A
ESLICARBAZEPINE ACETATE,Bipolar Disorder,SCN4A
MEXILETINE,Substance Use Disorders,SCN4A
LAMOTRIGINE,Substance Use Disorders,SCN4A
LAMOTRIGINE,Anxiety Disorder,SCN4A
LAMOTRIGINE,Eating Disorders,SCN4A
LAMOTRIGINE,Bipolar Disorder,SCN4A
LAMOTRIGINE,Schizophrenia,SCN4A
LAMOTRIGINE,Major Depressive Disorder,SCN4A
CARBAMAZEPINE,Anxiety Disorder,SCN4A
CARBAMAZEPINE,Schizophrenia,SCN4A
CARBAMAZEPINE,Bipolar Disorder,SCN4A
CARBAMAZEPINE,Major Depressive Disorder,SCN4A
PHENYTOIN,Schizophrenia,SCN4A
PHENYTOIN,Anxiety Disorder,SCN4A
PHENYTOIN,Major Depressive Disorder,SCN4A
ZONISAMIDE,Substance Use Disorders,SCN4A
ZONISAMIDE,Schizophrenia,SCN4A
ZONISAMIDE,Eating Disorders,SCN4A
EVENAMIDE,Schizophrenia,SCN4A
QUINIDINE,Major Depressive Disorder,SCN4A
QUINIDINE,Autism Spectrum Disorder,SCN4A
QUINIDINE,Substance Use Disorders,SCN4A
LIDOCAINE,Anxiety Disorder,SCN4A
LIDOCAINE,Attention Deficit Hyperactivity Disorder,SCN4A
ROPIVACAINE,Post Traumatic Stress Disorder,SCN4A
RILUZOLE,Major Depressive Disorder,SCN4A
RILUZOLE,OCD & Tourette Syndrome,SCN4A
RILUZOLE,Post Traumatic Stress Disorder,SCN4A
RILUZOLE,Alzheimer’s Disease,SCN4A
RILUZOLE,Autism Spectrum Disorder,SCN4A
RILUZOLE,Bipolar Disorder,SCN4A
OXCARBAZEPINE,Schizophrenia,SCN4A
OXCARBAZEPINE,Anxiety Disorder,SCN4A
OXCARBAZEPINE,Major Depressive Disorder,SCN4A
BUPIVACAINE,Post Traumatic Stress Disorder,SCN4A
PROPAFENONE,Substance Use Disorders,SCN11A
COCAINE,Substance Use Disorders,SCN11A
TOPIRAMATE,Post Traumatic Stress Disorder,SCN11A
TOPIRAMATE,Schizophrenia,SCN11A
TOPIRAMATE,Eating Disorders,SCN11A
TOPIRAMATE,OCD & Tourette Syndrome,SCN11A
TOPIRAMATE,Substance Use Disorders,SCN11A
TOPIRAMATE,Anxiety Disorder,SCN11A
TOPIRAMATE,Bipolar Disorder,SCN11A
TOPIRAMATE,Major Depressive Disorder,SCN11A
ERLOSAMIDE,Substance Use Disorders,SCN11A
ERLOSAMIDE,Anxiety Disorder,SCN11A
ERLOSAMIDE,Schizophrenia,SCN11A
ERLOSAMIDE,Major Depressive Disorder,SCN11A
PROCAINAMIDE,Substance Use Disorders,SCN11A
ESLICARBAZEPINE ACETATE,Bipolar Disorder,SCN11A
MEXILETINE,Substance Use Disorders,SCN11A
LAMOTRIGINE,Substance Use Disorders,SCN11A
LAMOTRIGINE,Anxiety Disorder,SCN11A
LAMOTRIGINE,Eating Disorders,SCN11A
LAMOTRIGINE,Bipolar Disorder,SCN11A
LAMOTRIGINE,Schizophrenia,SCN11A
LAMOTRIGINE,Major Depressive Disorder,SCN11A
CARBAMAZEPINE,Anxiety Disorder,SCN11A
CARBAMAZEPINE,Schizophrenia,SCN11A
CARBAMAZEPINE,Bipolar Disorder,SCN11A
CARBAMAZEPINE,Major Depressive Disorder,SCN11A
PHENYTOIN,Schizophrenia,SCN11A
PHENYTOIN,Anxiety Disorder,SCN11A
PHENYTOIN,Major Depressive Disorder,SCN11A
ZONISAMIDE,Substance Use Disorders,SCN11A
ZONISAMIDE,Schizophrenia,SCN11A
ZONISAMIDE,Eating Disorders,SCN11A
EVENAMIDE,Schizophrenia,SCN11A
QUINIDINE,Major Depressive Disorder,SCN11A
QUINIDINE,Autism Spectrum Disorder,SCN11A
QUINIDINE,Substance Use Disorders,SCN11A
LIDOCAINE,Anxiety Disorder,SCN11A
LIDOCAINE,Attention Deficit Hyperactivity Disorder,SCN11A
ROPIVACAINE,Post Traumatic Stress Disorder,SCN11A
RILUZOLE,Major Depressive Disorder,SCN11A
RILUZOLE,OCD & Tourette Syndrome,SCN11A
RILUZOLE,Post Traumatic Stress Disorder,SCN11A
RILUZOLE,Alzheimer’s Disease,SCN11A
RILUZOLE,Autism Spectrum Disorder,SCN11A
RILUZOLE,Bipolar Disorder,SCN11A
OXCARBAZEPINE,Schizophrenia,SCN11A
OXCARBAZEPINE,Anxiety Disorder,SCN11A
OXCARBAZEPINE,Major Depressive Disorder,SCN11A
PROPAFENONE,Substance Use Disorders,SCN1A
COCAINE,Substance Use Disorders,SCN1A
TOPIRAMATE,Post Traumatic Stress Disorder,SCN1A
TOPIRAMATE,Schizophrenia,SCN1A
TOPIRAMATE,Eating Disorders,SCN1A
TOPIRAMATE,OCD & Tourette Syndrome,SCN1A
TOPIRAMATE,Substance Use Disorders,SCN1A
TOPIRAMATE,Anxiety Disorder,SCN1A
TOPIRAMATE,Bipolar Disorder,SCN1A
TOPIRAMATE,Major Depressive Disorder,SCN1A
ERLOSAMIDE,Substance Use Disorders,SCN1A
ERLOSAMIDE,Anxiety Disorder,SCN1A
ERLOSAMIDE,Schizophrenia,SCN1A
ERLOSAMIDE,Major Depressive Disorder,SCN1A
PROCAINAMIDE,Substance Use Disorders,SCN1A
ESLICARBAZEPINE ACETATE,Bipolar Disorder,SCN1A
MEXILETINE,Substance Use Disorders,SCN1A
LAMOTRIGINE,Substance Use Disorders,SCN1A
LAMOTRIGINE,Anxiety Disorder,SCN1A
LAMOTRIGINE,Eating Disorders,SCN1A
LAMOTRIGINE,Bipolar Disorder,SCN1A
LAMOTRIGINE,Schizophrenia,SCN1A
LAMOTRIGINE,Major Depressive Disorder,SCN1A
CARBAMAZEPINE,Anxiety Disorder,SCN1A
CARBAMAZEPINE,Schizophrenia,SCN1A
CARBAMAZEPINE,Bipolar Disorder,SCN1A
CARBAMAZEPINE,Major Depressive Disorder,SCN1A
PHENYTOIN,Schizophrenia,SCN1A
PHENYTOIN,Anxiety Disorder,SCN1A
PHENYTOIN,Major Depressive Disorder,SCN1A
ZONISAMIDE,Substance Use Disorders,SCN1A
ZONISAMIDE,Schizophrenia,SCN1A
ZONISAMIDE,Eating Disorders,SCN1A
EVENAMIDE,Schizophrenia,SCN1A
QUINIDINE,Major Depressive Disorder,SCN1A
QUINIDINE,Autism Spectrum Disorder,SCN1A
QUINIDINE,Substance Use Disorders,SCN1A
LIDOCAINE,Anxiety Disorder,SCN1A
LIDOCAINE,Attention Deficit Hyperactivity Disorder,SCN1A
ROPIVACAINE,Post Traumatic Stress Disorder,SCN1A
RILUZOLE,Major Depressive Disorder,SCN1A
RILUZOLE,OCD & Tourette Syndrome,SCN1A
RILUZOLE,Post Traumatic Stress Disorder,SCN1A
RILUZOLE,Alzheimer’s Disease,SCN1A
RILUZOLE,Autism Spectrum Disorder,SCN1A
RILUZOLE,Bipolar Disorder,SCN1A
OXCARBAZEPINE,Schizophrenia,SCN1A
OXCARBAZEPINE,Anxiety Disorder,SCN1A
OXCARBAZEPINE,Major Depressive Disorder,SCN1A
PROPAFENONE,Substance Use Disorders,SCN2A
COCAINE,Substance Use Disorders,SCN2A
TOPIRAMATE,Post Traumatic Stress Disorder,SCN2A
TOPIRAMATE,Schizophrenia,SCN2A
TOPIRAMATE,Eating Disorders,SCN2A
TOPIRAMATE,OCD & Tourette Syndrome,SCN2A
TOPIRAMATE,Substance Use Disorders,SCN2A
TOPIRAMATE,Anxiety Disorder,SCN2A
TOPIRAMATE,Bipolar Disorder,SCN2A
TOPIRAMATE,Major Depressive Disorder,SCN2A
ERLOSAMIDE,Substance Use Disorders,SCN2A
ERLOSAMIDE,Anxiety Disorder,SCN2A
ERLOSAMIDE,Schizophrenia,SCN2A
ERLOSAMIDE,Major Depressive Disorder,SCN2A
PROCAINAMIDE,Substance Use Disorders,SCN2A
ESLICARBAZEPINE ACETATE,Bipolar Disorder,SCN2A
MEXILETINE,Substance Use Disorders,SCN2A
LAMOTRIGINE,Substance Use Disorders,SCN2A
LAMOTRIGINE,Anxiety Disorder,SCN2A
LAMOTRIGINE,Eating Disorders,SCN2A
LAMOTRIGINE,Bipolar Disorder,SCN2A
LAMOTRIGINE,Schizophrenia,SCN2A
LAMOTRIGINE,Major Depressive Disorder,SCN2A
CARBAMAZEPINE,Anxiety Disorder,SCN2A
CARBAMAZEPINE,Schizophrenia,SCN2A
CARBAMAZEPINE,Bipolar Disorder,SCN2A
CARBAMAZEPINE,Major Depressive Disorder,SCN2A
PHENYTOIN,Schizophrenia,SCN2A
PHENYTOIN,Anxiety Disorder,SCN2A
PHENYTOIN,Major Depressive Disorder,SCN2A
ZONISAMIDE,Substance Use Disorders,SCN2A
ZONISAMIDE,Schizophrenia,SCN2A
ZONISAMIDE,Eating Disorders,SCN2A
EVENAMIDE,Schizophrenia,SCN2A
QUINIDINE,Major Depressive Disorder,SCN2A
QUINIDINE,Autism Spectrum Disorder,SCN2A
QUINIDINE,Substance Use Disorders,SCN2A
LIDOCAINE,Anxiety Disorder,SCN2A
