Drug_id,Disease,Gene_name
DB01576,Attention Deficit Hyperactivity Disorder,ADRB1
DB01580,Anxiety Disorder,ADRB1
DB04842,Schizophrenia,ADRB1
DB06216,Bipolar Disorder,ADRB1
DB00182,Attention Deficit Hyperactivity Disorder,DRD2
DB00246,Bipolar Disorder,DRD2
DB00334,Bipolar Disorder,DRD2
DB00363,Schizophrenia,DRD2
DB00391,Schizophrenia,DRD2
DB00408,Schizophrenia,DRD2
DB00409,Schizophrenia,DRD2
DB00433,Anxiety Disorder,DRD2
DB00458,Attention Deficit Hyperactivity Disorder,DRD2
DB00477,Attention Deficit Hyperactivity Disorder,DRD2
DB00490,Anxiety Disorder,DRD2
DB00502,Attention Deficit Hyperactivity Disorder,DRD2
DB00540,Major Depressive Disorder,DRD2
DB00543,Anxiety Disorder,DRD2
DB00679,Anxiety Disorder,DRD2
DB00734,Alzheimer’s Disease,DRD2
DB00777,Eating Disorders,DRD2
DB00805,Major Depressive Disorder,DRD2
DB00831,Anxiety Disorder,DRD2
DB00875,Anxiety Disorder,DRD2
DB00933,Schizophrenia,DRD2
DB01043,Alzheimer’s Disease,DRD2
DB01100,OCD & Tourette Syndrome,DRD2
DB01142,Anxiety Disorder,DRD2
DB01149,Major Depressive Disorder,DRD2
DB01221,Major Depressive Disorder,DRD2
DB01224,Anxiety Disorder,DRD2
DB01238,Autism Spectrum Disorder,DRD2
DB01239,Bipolar Disorder,DRD2
DB01242,Autism Spectrum Disorder,DRD2
DB01267,Schizophrenia,DRD2
DB01403,Bipolar Disorder,DRD2
DB01576,Attention Deficit Hyperactivity Disorder,DRD2
DB01577,Attention Deficit Hyperactivity Disorder,DRD2
DB01622,Schizophrenia,DRD2
DB01623,Schizophrenia,DRD2
DB01624,Schizophrenia,DRD2
DB04842,Schizophrenia,DRD2
DB04844,OCD & Tourette Syndrome,DRD2
DB04888,Schizophrenia,DRD2
DB04946,Schizophrenia,DRD2
DB06144,Schizophrenia,DRD2
DB06148,Major Depressive Disorder,DRD2
DB06216,Bipolar Disorder,DRD2
DB06288,Major Depressive Disorder,DRD2
DB08815,Bipolar Disorder,DRD2
DB00182,Attention Deficit Hyperactivity Disorder,GRIN1
DB00289,Attention Deficit Hyperactivity Disorder,GRIN1
DB00659,Substance Use Disorders,GRIN1
DB01576,Attention Deficit Hyperactivity Disorder,GRIN1
DB01708,Eating Disorders,GRIN1
DB04896,Major Depressive Disorder,GRIN1
DB08838,Anxiety Disorder,GRIN1
DB08918,Major Depressive Disorder,GRIN1
DB00182,Attention Deficit Hyperactivity Disorder,RASD1
DB01576,Attention Deficit Hyperactivity Disorder,RASD1
DB00182,Attention Deficit Hyperactivity Disorder,GRIA1
DB00295,Substance Use Disorders,GRIA1
DB00363,Schizophrenia,GRIA1
DB01576,Attention Deficit Hyperactivity Disorder,GRIA1
DB00182,Attention Deficit Hyperactivity Disorder,H3F3B
DB01576,Attention Deficit Hyperactivity Disorder,H3F3B
DB00199,Eating Disorders,MLN
DB00199,Eating Disorders,ELN
DB00199,Eating Disorders,UCN2
DB00201,Major Depressive Disorder,SFTPB
DB00201,Major Depressive Disorder,PPP1R1B
DB00201,Major Depressive Disorder,POMC
DB00295,Substance Use Disorders,POMC
DB00313,Bipolar Disorder,POMC
DB00334,Bipolar Disorder,POMC
DB00404,Anxiety Disorder,POMC
DB00472,Bipolar Disorder,POMC
DB00490,Anxiety Disorder,POMC
DB00575,Attention Deficit Hyperactivity Disorder,POMC
DB00704,Substance Use Disorders,POMC
DB01018,Attention Deficit Hyperactivity Disorder,POMC
DB01065,Anxiety Disorder,POMC
DB01104,Anxiety Disorder,POMC
DB01183,Major Depressive Disorder,POMC
DB01221,Major Depressive Disorder,POMC
DB01356,Bipolar Disorder,POMC
DB01558,Anxiety Disorder,POMC
DB00201,Major Depressive Disorder,PAK2
DB00201,Major Depressive Disorder,ADORA2A
DB00201,Major Depressive Disorder,RAET1E
DB00201,Major Depressive Disorder,MITF
DB00201,Major Depressive Disorder,ADORA2B
DB00201,Major Depressive Disorder,ADA
DB00201,Major Depressive Disorder,CDK1
DB00755,Eating Disorders,CDK1
DB01708,Eating Disorders,CDK1
DB00201,Major Depressive Disorder,TAGLN
DB00201,Major Depressive Disorder,VDR
DB01593,Eating Disorders,VDR
DB00201,Major Depressive Disorder,PRSS27
DB00201,Major Depressive Disorder,ITPR3
DB00201,Major Depressive Disorder,UCP3
DB00201,Major Depressive Disorder,SND1
DB00201,Major Depressive Disorder,SLC1A1
DB00295,Substance Use Disorders,SLC1A1
DB00201,Major Depressive Disorder,NTRK2
DB00321,Major Depressive Disorder,NTRK2
DB00755,Eating Disorders,NTRK2
DB01593,Eating Disorders,NTRK2
DB06148,Major Depressive Disorder,NTRK2
DB00201,Major Depressive Disorder,PTH
DB00755,Eating Disorders,PTH
DB01100,OCD & Tourette Syndrome,PTH
DB00201,Major Depressive Disorder,DUSP8
DB00201,Major Depressive Disorder,LGALS1
DB00201,Major Depressive Disorder,CHEK2
DB00201,Major Depressive Disorder,ITPR1
DB00201,Major Depressive Disorder,PDE4B
DB00363,Schizophrenia,PDE4B
DB00201,Major Depressive Disorder,CDK2
DB00201,Major Depressive Disorder,CHEK1
DB00201,Major Depressive Disorder,MTOR
DB00811,Eating Disorders,MTOR
DB01065,Anxiety Disorder,MTOR
DB01708,Eating Disorders,MTOR
DB00201,Major Depressive Disorder,ADORA1
DB00458,Attention Deficit Hyperactivity Disorder,ADORA1
DB00215,Anxiety Disorder,CNR1
DB00295,Substance Use Disorders,CNR1
DB00334,Bipolar Disorder,CNR1
DB00472,Bipolar Disorder,CNR1
DB00502,Attention Deficit Hyperactivity Disorder,CNR1
DB00752,Major Depressive Disorder,CNR1
DB01151,Attention Deficit Hyperactivity Disorder,CNR1
DB01175,Anxiety Disorder,CNR1
DB01238,Autism Spectrum Disorder,CNR1
DB00215,Anxiety Disorder,HTR2C
DB00246,Bipolar Disorder,HTR2C
DB00334,Bipolar Disorder,HTR2C
DB00363,Schizophrenia,HTR2C
DB00370,Anxiety Disorder,HTR2C
DB00408,Schizophrenia,HTR2C
DB00433,Anxiety Disorder,HTR2C
DB00458,Attention Deficit Hyperactivity Disorder,HTR2C
DB00472,Bipolar Disorder,HTR2C
DB00476,Anxiety Disorder,HTR2C
DB00477,Attention Deficit Hyperactivity Disorder,HTR2C
DB00490,Anxiety Disorder,HTR2C
DB00540,Major Depressive Disorder,HTR2C
DB00543,Anxiety Disorder,HTR2C
DB00656,Alzheimer’s Disease,HTR2C
DB00679,Anxiety Disorder,HTR2C
DB00726,Anxiety Disorder,HTR2C
DB00734,Alzheimer’s Disease,HTR2C
DB00777,Eating Disorders,HTR2C
DB00805,Major Depressive Disorder,HTR2C
DB00831,Anxiety Disorder,HTR2C
DB00933,Schizophrenia,HTR2C
DB01100,OCD & Tourette Syndrome,HTR2C
DB01142,Anxiety Disorder,HTR2C
DB01149,Major Depressive Disorder,HTR2C
DB01175,Anxiety Disorder,HTR2C
DB01224,Anxiety Disorder,HTR2C
DB01238,Autism Spectrum Disorder,HTR2C
DB01239,Bipolar Disorder,HTR2C
DB01242,Autism Spectrum Disorder,HTR2C
DB01267,Schizophrenia,HTR2C
DB01403,Bipolar Disorder,HTR2C
DB01454,Anxiety Disorder,HTR2C
DB04946,Schizophrenia,HTR2C
DB06144,Schizophrenia,HTR2C
DB06148,Major Depressive Disorder,HTR2C
DB06216,Bipolar Disorder,HTR2C
DB06594,Major Depressive Disorder,HTR2C
DB00215,Anxiety Disorder,HRH1
DB00246,Bipolar Disorder,HRH1
DB00321,Major Depressive Disorder,HRH1
DB00334,Bipolar Disorder,HRH1
DB00363,Schizophrenia,HRH1
DB00370,Anxiety Disorder,HRH1
DB00408,Schizophrenia,HRH1
DB00433,Anxiety Disorder,HRH1
DB00458,Attention Deficit Hyperactivity Disorder,HRH1
DB00477,Attention Deficit Hyperactivity Disorder,HRH1
DB00502,Attention Deficit Hyperactivity Disorder,HRH1
DB00540,Major Depressive Disorder,HRH1
DB00543,Anxiety Disorder,HRH1
DB00557,Anxiety Disorder,HRH1
DB00656,Alzheimer’s Disease,HRH1
DB00679,Anxiety Disorder,HRH1
DB00726,Anxiety Disorder,HRH1
DB00734,Alzheimer’s Disease,HRH1
DB00777,Eating Disorders,HRH1
DB00831,Anxiety Disorder,HRH1
DB00933,Schizophrenia,HRH1
DB00934,Bipolar Disorder,HRH1
DB01075,Eating Disorders,HRH1
DB01100,OCD & Tourette Syndrome,HRH1
DB01142,Anxiety Disorder,HRH1
DB01151,Attention Deficit Hyperactivity Disorder,HRH1
DB01175,Anxiety Disorder,HRH1
DB01224,Anxiety Disorder,HRH1
DB01238,Autism Spectrum Disorder,HRH1
DB01239,Bipolar Disorder,HRH1
DB01267,Schizophrenia,HRH1
DB01403,Bipolar Disorder,HRH1
DB01623,Schizophrenia,HRH1
DB01624,Schizophrenia,HRH1
DB04842,Schizophrenia,HRH1
DB04946,Schizophrenia,HRH1
DB06148,Major Depressive Disorder,HRH1
DB06216,Bipolar Disorder,HRH1
DB00215,Anxiety Disorder,IL17A
DB00755,Eating Disorders,IL17A
DB01175,Anxiety Disorder,IL17A
DB00215,Anxiety Disorder,SREBF1
DB00313,Bipolar Disorder,SREBF1
DB00321,Major Depressive Disorder,SREBF1
DB00370,Anxiety Disorder,SREBF1
DB00458,Attention Deficit Hyperactivity Disorder,SREBF1
DB01175,Anxiety Disorder,SREBF1
DB01242,Autism Spectrum Disorder,SREBF1
DB00222,Substance Use Disorders,UGT1A6
DB00222,Substance Use Disorders,UGT1A3
DB00222,Substance Use Disorders,UGT1A5
DB00222,Substance Use Disorders,CAV1
DB00222,Substance Use Disorders,NR1I2
DB00564,Bipolar Disorder,NR1I2
DB00755,Eating Disorders,NR1I2
DB01708,Eating Disorders,NR1I2
DB00234,Major Depressive Disorder,BCL2L1
DB00370,Anxiety Disorder,BCL2L1
DB00472,Bipolar Disorder,BCL2L1
DB00246,Bipolar Disorder,CHRM3
DB00321,Major Depressive Disorder,CHRM3
DB00334,Bipolar Disorder,CHRM3
DB00363,Schizophrenia,CHRM3
DB00408,Schizophrenia,CHRM3
DB00458,Attention Deficit Hyperactivity Disorder,CHRM3
DB00472,Bipolar Disorder,CHRM3
DB00477,Attention Deficit Hyperactivity Disorder,CHRM3
DB00540,Major Depressive Disorder,CHRM3
DB00679,Anxiety Disorder,CHRM3
DB00715,Anxiety Disorder,CHRM3
DB00777,Eating Disorders,CHRM3
DB00933,Schizophrenia,CHRM3
DB00934,Bipolar Disorder,CHRM3
DB01075,Eating Disorders,CHRM3
DB01142,Anxiety Disorder,CHRM3
DB01151,Attention Deficit Hyperactivity Disorder,CHRM3
DB01224,Anxiety Disorder,CHRM3
DB01238,Autism Spectrum Disorder,CHRM3
DB01239,Bipolar Disorder,CHRM3
DB01403,Bipolar Disorder,CHRM3
DB00246,Bipolar Disorder,DRD3
DB00334,Bipolar Disorder,DRD3
DB00363,Schizophrenia,DRD3
DB00391,Schizophrenia,DRD3
DB00408,Schizophrenia,DRD3
DB00409,Schizophrenia,DRD3
DB00433,Anxiety Disorder,DRD3
DB00458,Attention Deficit Hyperactivity Disorder,DRD3
DB00477,Attention Deficit Hyperactivity Disorder,DRD3
DB00502,Attention Deficit Hyperactivity Disorder,DRD3
DB00543,Anxiety Disorder,DRD3
DB00679,Anxiety Disorder,DRD3
DB00734,Alzheimer’s Disease,DRD3
DB00831,Anxiety Disorder,DRD3
DB00933,Schizophrenia,DRD3
DB01100,OCD & Tourette Syndrome,DRD3
DB01224,Anxiety Disorder,DRD3
DB01238,Autism Spectrum Disorder,DRD3
DB01239,Bipolar Disorder,DRD3
DB01242,Autism Spectrum Disorder,DRD3
DB01267,Schizophrenia,DRD3
DB01403,Bipolar Disorder,DRD3
DB01622,Schizophrenia,DRD3
DB01623,Schizophrenia,DRD3
DB04842,Schizophrenia,DRD3
DB04946,Schizophrenia,DRD3
DB06216,Bipolar Disorder,DRD3
DB06288,Major Depressive Disorder,DRD3
DB00246,Bipolar Disorder,HTR1D
DB00334,Bipolar Disorder,HTR1D
DB00363,Schizophrenia,HTR1D
DB00477,Attention Deficit Hyperactivity Disorder,HTR1D
DB00502,Attention Deficit Hyperactivity Disorder,HTR1D
DB00679,Anxiety Disorder,HTR1D
DB00734,Alzheimer’s Disease,HTR1D
DB01224,Anxiety Disorder,HTR1D
DB01238,Autism Spectrum Disorder,HTR1D
DB01267,Schizophrenia,HTR1D
DB01623,Schizophrenia,HTR1D
DB04842,Schizophrenia,HTR1D
DB04946,Schizophrenia,HTR1D
DB06148,Major Depressive Disorder,HTR1D
DB06216,Bipolar Disorder,HTR1D
DB00246,Bipolar Disorder,ADRA2C
DB00334,Bipolar Disorder,ADRA2C
DB00363,Schizophrenia,ADRA2C
DB00370,Anxiety Disorder,ADRA2C
DB00408,Schizophrenia,ADRA2C
DB00422,Attention Deficit Hyperactivity Disorder,ADRA2C
DB00477,Attention Deficit Hyperactivity Disorder,ADRA2C
DB00502,Attention Deficit Hyperactivity Disorder,ADRA2C
DB00575,Attention Deficit Hyperactivity Disorder,ADRA2C
DB00633,Bipolar Disorder,ADRA2C
DB00656,Alzheimer’s Disease,ADRA2C
DB00668,Eating Disorders,ADRA2C
DB00679,Anxiety Disorder,ADRA2C
DB00734,Alzheimer’s Disease,ADRA2C
DB00831,Anxiety Disorder,ADRA2C
DB01018,Attention Deficit Hyperactivity Disorder,ADRA2C
DB01100,OCD & Tourette Syndrome,ADRA2C
DB01142,Anxiety Disorder,ADRA2C
DB01224,Anxiety Disorder,ADRA2C
DB01238,Autism Spectrum Disorder,ADRA2C
DB01267,Schizophrenia,ADRA2C
DB01403,Bipolar Disorder,ADRA2C
DB01577,Attention Deficit Hyperactivity Disorder,ADRA2C
DB01623,Schizophrenia,ADRA2C
DB04842,Schizophrenia,ADRA2C
DB04946,Schizophrenia,ADRA2C
DB06148,Major Depressive Disorder,ADRA2C
DB06216,Bipolar Disorder,ADRA2C
DB06701,Attention Deficit Hyperactivity Disorder,ADRA2C
DB08815,Bipolar Disorder,ADRA2C
DB08838,Anxiety Disorder,ADRA2C
DB00246,Bipolar Disorder,CHRM2
DB00321,Major Depressive Disorder,CHRM2
DB00334,Bipolar Disorder,CHRM2
DB00363,Schizophrenia,CHRM2
DB00408,Schizophrenia,CHRM2
DB00458,Attention Deficit Hyperactivity Disorder,CHRM2
DB00477,Attention Deficit Hyperactivity Disorder,CHRM2
DB00540,Major Depressive Disorder,CHRM2
DB00679,Anxiety Disorder,CHRM2
DB00715,Anxiety Disorder,CHRM2
DB00777,Eating Disorders,CHRM2
DB00933,Schizophrenia,CHRM2
DB00934,Bipolar Disorder,CHRM2
DB01075,Eating Disorders,CHRM2
DB01142,Anxiety Disorder,CHRM2
DB01151,Attention Deficit Hyperactivity Disorder,CHRM2
DB01224,Anxiety Disorder,CHRM2
DB01238,Autism Spectrum Disorder,CHRM2
DB01239,Bipolar Disorder,CHRM2
DB01403,Bipolar Disorder,CHRM2
DB00246,Bipolar Disorder,ADRA2B
DB00334,Bipolar Disorder,ADRA2B
DB00363,Schizophrenia,ADRA2B
DB00370,Anxiety Disorder,ADRA2B
DB00408,Schizophrenia,ADRA2B
DB00477,Attention Deficit Hyperactivity Disorder,ADRA2B
DB00502,Attention Deficit Hyperactivity Disorder,ADRA2B
DB00575,Attention Deficit Hyperactivity Disorder,ADRA2B
DB00633,Bipolar Disorder,ADRA2B
DB00656,Alzheimer’s Disease,ADRA2B
DB00668,Eating Disorders,ADRA2B
DB00679,Anxiety Disorder,ADRA2B
DB00734,Alzheimer’s Disease,ADRA2B
DB00831,Anxiety Disorder,ADRA2B
DB01018,Attention Deficit Hyperactivity Disorder,ADRA2B
DB01100,OCD & Tourette Syndrome,ADRA2B
DB01142,Anxiety Disorder,ADRA2B
DB01224,Anxiety Disorder,ADRA2B
DB01238,Autism Spectrum Disorder,ADRA2B
DB01267,Schizophrenia,ADRA2B
DB01403,Bipolar Disorder,ADRA2B
DB01577,Attention Deficit Hyperactivity Disorder,ADRA2B
DB01623,Schizophrenia,ADRA2B
DB04842,Schizophrenia,ADRA2B
DB04946,Schizophrenia,ADRA2B
DB06148,Major Depressive Disorder,ADRA2B
DB06216,Bipolar Disorder,ADRA2B
DB00246,Bipolar Disorder,CHAT
DB00755,Eating Disorders,CHAT
DB01577,Attention Deficit Hyperactivity Disorder,CHAT
DB00246,Bipolar Disorder,HTR1B
DB00334,Bipolar Disorder,HTR1B
DB00363,Schizophrenia,HTR1B
DB00408,Schizophrenia,HTR1B
DB00502,Attention Deficit Hyperactivity Disorder,HTR1B
DB00543,Anxiety Disorder,HTR1B
DB00679,Anxiety Disorder,HTR1B
DB00734,Alzheimer’s Disease,HTR1B
DB01238,Autism Spectrum Disorder,HTR1B
DB01267,Schizophrenia,HTR1B
DB01623,Schizophrenia,HTR1B
DB04946,Schizophrenia,HTR1B
DB06216,Bipolar Disorder,HTR1B
DB00246,Bipolar Disorder,DRD5
DB00334,Bipolar Disorder,DRD5
DB00363,Schizophrenia,DRD5
DB00408,Schizophrenia,DRD5
DB00477,Attention Deficit Hyperactivity Disorder,DRD5
DB00502,Attention Deficit Hyperactivity Disorder,DRD5
DB00679,Anxiety Disorder,DRD5
DB00734,Alzheimer’s Disease,DRD5
DB01224,Anxiety Disorder,DRD5
DB01238,Autism Spectrum Disorder,DRD5
DB01403,Bipolar Disorder,DRD5
DB01623,Schizophrenia,DRD5
DB01624,Schizophrenia,DRD5
DB04946,Schizophrenia,DRD5
DB00246,Bipolar Disorder,HTR6
DB00321,Major Depressive Disorder,HTR6
DB00334,Bipolar Disorder,HTR6
DB00363,Schizophrenia,HTR6
DB00476,Anxiety Disorder,HTR6
DB00543,Anxiety Disorder,HTR6
DB00734,Alzheimer’s Disease,HTR6
DB00831,Anxiety Disorder,HTR6
DB00933,Schizophrenia,HTR6
DB01100,OCD & Tourette Syndrome,HTR6
DB01238,Autism Spectrum Disorder,HTR6
DB01623,Schizophrenia,HTR6
DB04946,Schizophrenia,HTR6
DB06144,Schizophrenia,HTR6
DB06148,Major Depressive Disorder,HTR6
DB06216,Bipolar Disorder,HTR6
DB00246,Bipolar Disorder,DRD4
DB00334,Bipolar Disorder,DRD4
DB00363,Schizophrenia,DRD4
DB00409,Schizophrenia,DRD4
DB00543,Anxiety Disorder,DRD4
DB00734,Alzheimer’s Disease,DRD4
DB00777,Eating Disorders,DRD4
DB01224,Anxiety Disorder,DRD4
DB01238,Autism Spectrum Disorder,DRD4
DB01267,Schizophrenia,DRD4
DB01403,Bipolar Disorder,DRD4
DB04946,Schizophrenia,DRD4
DB06216,Bipolar Disorder,DRD4
DB00246,Bipolar Disorder,CHRM5
DB00321,Major Depressive Disorder,CHRM5
DB00334,Bipolar Disorder,CHRM5
DB00363,Schizophrenia,CHRM5
DB00408,Schizophrenia,CHRM5
DB00458,Attention Deficit Hyperactivity Disorder,CHRM5
DB00477,Attention Deficit Hyperactivity Disorder,CHRM5
DB00502,Attention Deficit Hyperactivity Disorder,CHRM5
DB00540,Major Depressive Disorder,CHRM5
DB00679,Anxiety Disorder,CHRM5
DB00715,Anxiety Disorder,CHRM5
DB00777,Eating Disorders,CHRM5
DB00933,Schizophrenia,CHRM5
DB00934,Bipolar Disorder,CHRM5
DB01075,Eating Disorders,CHRM5
DB01142,Anxiety Disorder,CHRM5
DB01151,Attention Deficit Hyperactivity Disorder,CHRM5
DB01224,Anxiety Disorder,CHRM5
DB01238,Autism Spectrum Disorder,CHRM5
DB01239,Bipolar Disorder,CHRM5
DB01403,Bipolar Disorder,CHRM5
DB00246,Bipolar Disorder,HTR1E
DB00334,Bipolar Disorder,HTR1E
DB00363,Schizophrenia,HTR1E
DB00477,Attention Deficit Hyperactivity Disorder,HTR1E
DB00679,Anxiety Disorder,HTR1E
DB00734,Alzheimer’s Disease,HTR1E
DB01224,Anxiety Disorder,HTR1E
DB01238,Autism Spectrum Disorder,HTR1E
DB01267,Schizophrenia,HTR1E
DB04842,Schizophrenia,HTR1E
DB06216,Bipolar Disorder,HTR1E
DB00246,Bipolar Disorder,HOMER1
DB00363,Schizophrenia,HOMER1
DB00422,Attention Deficit Hyperactivity Disorder,HOMER1
DB00502,Attention Deficit Hyperactivity Disorder,HOMER1
DB06148,Major Depressive Disorder,HOMER1
DB06701,Attention Deficit Hyperactivity Disorder,HOMER1
DB00246,Bipolar Disorder,HTR3A
DB00333,Substance Use Disorders,HTR3A
DB00334,Bipolar Disorder,HTR3A
DB00363,Schizophrenia,HTR3A
DB00370,Anxiety Disorder,HTR3A
DB00543,Anxiety Disorder,HTR3A
DB01043,Alzheimer’s Disease,HTR3A
DB01238,Autism Spectrum Disorder,HTR3A
DB00246,Bipolar Disorder,HTR1A
DB00321,Major Depressive Disorder,HTR1A
DB00334,Bipolar Disorder,HTR1A
DB00363,Schizophrenia,HTR1A
DB00458,Attention Deficit Hyperactivity Disorder,HTR1A
DB00472,Bipolar Disorder,HTR1A
DB00477,Attention Deficit Hyperactivity Disorder,HTR1A
DB00490,Anxiety Disorder,HTR1A
DB00502,Attention Deficit Hyperactivity Disorder,HTR1A
DB00540,Major Depressive Disorder,HTR1A
DB00543,Anxiety Disorder,HTR1A
DB00656,Alzheimer’s Disease,HTR1A
DB00679,Anxiety Disorder,HTR1A
DB00726,Anxiety Disorder,HTR1A
DB00734,Alzheimer’s Disease,HTR1A
DB00831,Anxiety Disorder,HTR1A
DB01100,OCD & Tourette Syndrome,HTR1A
DB01142,Anxiety Disorder,HTR1A
DB01149,Major Depressive Disorder,HTR1A
DB01221,Major Depressive Disorder,HTR1A
DB01224,Anxiety Disorder,HTR1A
DB01238,Autism Spectrum Disorder,HTR1A
DB01267,Schizophrenia,HTR1A
DB01356,Bipolar Disorder,HTR1A
DB01616,Eating Disorders,HTR1A
DB01622,Schizophrenia,HTR1A
DB01623,Schizophrenia,HTR1A
DB04842,Schizophrenia,HTR1A
DB04888,Schizophrenia,HTR1A
DB04946,Schizophrenia,HTR1A
DB04970,Anxiety Disorder,HTR1A
DB05339,Anxiety Disorder,HTR1A
DB06148,Major Depressive Disorder,HTR1A
DB06216,Bipolar Disorder,HTR1A
DB06684,Major Depressive Disorder,HTR1A
DB08815,Bipolar Disorder,HTR1A
DB00285,Anxiety Disorder,CYP2D6
DB00321,Major Depressive Disorder,CYP2D6
DB00333,Substance Use Disorders,CYP2D6
DB00472,Bipolar Disorder,CYP2D6
DB00476,Anxiety Disorder,CYP2D6
DB00502,Attention Deficit Hyperactivity Disorder,CYP2D6
DB00679,Anxiety Disorder,CYP2D6
DB00715,Anxiety Disorder,CYP2D6
DB00755,Eating Disorders,CYP2D6
DB00921,Substance Use Disorders,CYP2D6
DB01075,Eating Disorders,CYP2D6
DB01454,Anxiety Disorder,CYP2D6
DB00285,Anxiety Disorder,ENO1
DB00294,Eating Disorders,PGR
DB00294,Eating Disorders,ESR1
DB00313,Bipolar Disorder,ESR1
DB00811,Eating Disorders,ESR1
DB01065,Anxiety Disorder,ESR1
DB01183,Major Depressive Disorder,ESR1
DB01708,Eating Disorders,ESR1
DB04575,Eating Disorders,ESR1
DB00295,Substance Use Disorders,PLCG1
DB00295,Substance Use Disorders,TJP1
DB00295,Substance Use Disorders,HNRNPK
DB00295,Substance Use Disorders,FAM20C
DB00295,Substance Use Disorders,TLR4
DB01183,Major Depressive Disorder,TLR4
DB05708,Alzheimer’s Disease,TLR4
DB00295,Substance Use Disorders,TH
DB00363,Schizophrenia,TH
DB00472,Bipolar Disorder,TH
DB00502,Attention Deficit Hyperactivity Disorder,TH
DB00780,Anxiety Disorder,TH
DB04896,Major Depressive Disorder,TH
DB08918,Major Depressive Disorder,TH
DB00295,Substance Use Disorders,UPP2
DB00422,Attention Deficit Hyperactivity Disorder,UPP2
DB01037,Alzheimer’s Disease,UPP2
DB01050,Alzheimer’s Disease,UPP2
DB06701,Attention Deficit Hyperactivity Disorder,UPP2
DB00295,Substance Use Disorders,TACR1
DB01037,Alzheimer’s Disease,TACR1
DB01221,Major Depressive Disorder,TACR1
DB05232,Substance Use Disorders,TACR1
DB00295,Substance Use Disorders,BECN1
DB00295,Substance Use Disorders,CASP8
DB00313,Bipolar Disorder,CASP8
DB00633,Bipolar Disorder,CASP8
DB00755,Eating Disorders,CASP8
DB00843,Alzheimer’s Disease,CASP8
DB01065,Anxiety Disorder,CASP8
DB01156,Attention Deficit Hyperactivity Disorder,CASP8
DB00295,Substance Use Disorders,SELL
DB00295,Substance Use Disorders,CX3CR1
DB00295,Substance Use Disorders,HSPA8
DB01050,Alzheimer’s Disease,HSPA8
DB00295,Substance Use Disorders,GLUL
DB00734,Alzheimer’s Disease,GLUL
DB00295,Substance Use Disorders,CCK
DB01454,Anxiety Disorder,CCK
DB00295,Substance Use Disorders,DDX58
DB00755,Eating Disorders,DDX58
DB00295,Substance Use Disorders,DDB2
DB00295,Substance Use Disorders,MAPK14
DB01151,Attention Deficit Hyperactivity Disorder,MAPK14
DB01156,Attention Deficit Hyperactivity Disorder,MAPK14
DB01592,Eating Disorders,MAPK14
DB00295,Substance Use Disorders,TRPV1
DB00295,Substance Use Disorders,CALB1
DB00295,Substance Use Disorders,GSTM1
DB01149,Major Depressive Disorder,GSTM1
DB00295,Substance Use Disorders,OXT
DB01183,Major Depressive Disorder,OXT
DB01454,Anxiety Disorder,OXT
DB00295,Substance Use Disorders,IFNG
DB00295,Substance Use Disorders,EHMT2
DB00295,Substance Use Disorders,NEUROD1
DB00295,Substance Use Disorders,GAST
DB00295,Substance Use Disorders,TAC1
DB00502,Attention Deficit Hyperactivity Disorder,TAC1
DB01183,Major Depressive Disorder,TAC1
DB01356,Bipolar Disorder,TAC1
DB01454,Anxiety Disorder,TAC1
DB00295,Substance Use Disorders,PRL
DB00334,Bipolar Disorder,PRL
DB00391,Schizophrenia,PRL
DB00490,Anxiety Disorder,PRL
DB00734,Alzheimer’s Disease,PRL
DB01065,Anxiety Disorder,PRL
DB01100,OCD & Tourette Syndrome,PRL
DB01171,Bipolar Disorder,PRL
DB01454,Anxiety Disorder,PRL
DB04575,Eating Disorders,PRL
DB00295,Substance Use Disorders,MME
DB00313,Bipolar Disorder,MME
DB00295,Substance Use Disorders,OPRM1
DB00333,Substance Use Disorders,OPRM1
DB00504,Major Depressive Disorder,OPRM1
DB00704,Substance Use Disorders,OPRM1
DB00921,Substance Use Disorders,OPRM1
DB01183,Major Depressive Disorder,OPRM1
DB06204,Substance Use Disorders,OPRM1
DB00295,Substance Use Disorders,GFAP
DB01356,Bipolar Disorder,GFAP
DB00295,Substance Use Disorders,OPRK1
DB00321,Major Depressive Disorder,OPRK1
DB00333,Substance Use Disorders,OPRK1
DB00370,Anxiety Disorder,OPRK1
DB00704,Substance Use Disorders,OPRK1
DB00921,Substance Use Disorders,OPRK1
DB01183,Major Depressive Disorder,OPRK1
DB01221,Major Depressive Disorder,OPRK1
DB06148,Major Depressive Disorder,OPRK1
DB00295,Substance Use Disorders,VIP
DB01183,Major Depressive Disorder,VIP
DB05232,Substance Use Disorders,VIP
DB00295,Substance Use Disorders,IFNA1
DB00295,Substance Use Disorders,PDGFB
DB00295,Substance Use Disorders,KNG1
DB00831,Anxiety Disorder,KNG1
DB01593,Eating Disorders,KNG1
DB00295,Substance Use Disorders,AQP3
DB00668,Eating Disorders,AQP3
DB00755,Eating Disorders,AQP3
DB00295,Substance Use Disorders,OPRD1
DB00321,Major Depressive Disorder,OPRD1
DB00333,Substance Use Disorders,OPRD1
DB00704,Substance Use Disorders,OPRD1
DB00921,Substance Use Disorders,OPRD1
DB01100,OCD & Tourette Syndrome,OPRD1
DB01183,Major Depressive Disorder,OPRD1
DB00295,Substance Use Disorders,
